0,-4.12231
1,-8.70697
2,4.13365
3,6.32492
4,7.78988
5,4.72522
6,-1.84989
7,-8.18251
8,1.55137
9,-20.59824
10,1.5175
11,-3.14219
12,-4.64718
13,11.731
14,4.59876
15,9.44401
16,5.19879
17,-6.51936
18,3.50782
19,11.76292
20,11.05495
21,-8.698
22,6.58177
23,-18.17211
24,-17.00748
25,-4.19968
26,4.34241
27,-0.10598
28,2.98256
29,6.72279
30,9.26232
31,-1.44194
32,20.52925
33,5.66434
34,-12.43842
35,20.50162
36,21.65602
37,-8.4438
38,0.95536
39,4.4465
40,-6.28401
41,19.68283
42,11.66962
43,-2.56476
44,12.27991
45,-1.10559
46,-4.7828
47,19.39367
48,12.25322
49,10.80715
50,16.63321
51,10.47593
52,20.03226
53,7.62122
54,20.73478
55,18.07101
56,0.64441
57,13.87619
58,5.6184
59,12.34898
60,14.81248
61,21.02875
62,23.06549
63,5.40694
64,4.19651
65,3.52755
66,30.38877
67,9.64407
68,27.28869
69,18.62334
70,8.05286
71,7.45232
72,13.95752
73,8.43066
74,23.80115
75,28.68217
76,10.99065
77,10.977
78,26.22878
79,28.55503
80,14.89858
81,0.16893
82,5.72619
83,25.45361
84,18.57523
85,5.08324
86,22.64195
87,11.79117
88,18.56093
89,21.41805
90,28.68937
91,19.61459
92,30.28583
93,28.49587
94,10.41074
95,14.39773
96,16.42508
97,36.17272
98,11.27055
99,27.49914
100,21.11811
101,41.26522
102,30.80659
103,38.5125
104,23.57622
105,18.59989
106,30.22811
107,30.63285
108,31.79702
109,18.81753
110,22.96092
111,21.50691
112,24.79541
113,15.12341
114,30.16201
115,34.62982
116,14.29996
117,43.8291
118,37.54558
119,25.60258
120,49.07937
121,18.76238
122,45.82378
123,18.95098
124,18.6424
125,31.61174
126,44.88741
127,38.28724
128,45.61743
129,24.52437
130,49.86671
131,27.30234
132,38.58586
133,32.66326
134,39.54534
135,32.02109
136,34.13651
137,26.87812
138,33.26714
139,41.43729
140,16.88623
141,31.03487
142,46.68188
143,34.59759
144,22.18561
145,36.68421
146,32.37433
147,22.04517
148,32.75833
149,34.71549
150,34.84167
151,27.92197
152,31.07071
153,36.76308
154,41.15705
155,53.34299
156,37.59941
157,25.78239
158,43.82691
159,45.49057
160,40.24452
161,48.50023
162,32.43167
163,42.23528
164,35.57038
165,44.04796
166,26.99343
167,45.0576
168,43.3336
169,47.79973
170,27.21267
171,43.66964
172,31.46928
173,40.20132
174,42.94318
175,31.86233
176,40.37986
177,40.02619
178,25.98995
179,39.17963
180,51.59131
181,51.4863
182,49.69725
183,48.5808
184,55.3204
185,37.12345
186,50.16669
187,43.12474
188,38.39756
189,69.7728
190,45.67232
191,45.90606
192,48.44256
193,55.53852
194,44.85578
195,37.26706
196,56.65212
197,53.12788
198,48.50453
199,49.02108
200,49.37902
201,42.33118
202,48.07351
203,45.60567
204,60.14486
205,57.64526
206,48.31862
207,52.37576
208,47.60626
209,51.12982
210,55.00982
211,56.52618
212,67.4624
213,53.88263
214,55.7885
215,54.94809
216,55.866
217,52.4754
218,67.25328
219,70.96865
220,48.00112
221,58.75206
222,63.53453
223,52.98611
224,64.33825
225,56.48671
226,59.09576
227,52.9487
228,52.11737
229,39.97074
230,49.3619
231,43.07976
232,71.0833
233,49.22174
234,37.85738
235,53.32844
236,52.98216
237,50.81199
238,49.05093
239,50.66472
240,65.66007
241,69.11878
242,76.00534
243,59.66514
244,61.55238
245,60.41088
246,52.51361
247,64.34356
248,55.91655
249,70.61951
250,65.47217
251,71.24889
252,58.27828
253,73.34685
254,73.58038
255,72.18839
256,39.50702
257,64.99195
258,61.33763
259,65.10614
260,57.15397
261,74.5692
262,81.14696
263,66.19079
264,49.60472
265,61.9782
266,62.527
267,58.59306
268,70.3562
269,66.8573
270,75.53108
271,88.74334
272,68.46453
273,78.88762
274,81.83502
275,84.9328
276,76.26736
277,73.48027
278,76.78569
279,81.27551
280,73.63978
281,72.37122
282,68.22626
283,61.51754
284,67.01932
285,70.07489
286,69.04905
287,72.92499
288,78.56813
289,70.39353
290,68.61022
291,78.08857
292,73.08299
293,77.25194
294,78.35042
295,71.50509
296,68.60764
297,74.54854
298,65.12918
299,81.00358
