0,10.7758,8.0
1,23.65583,16.0
2,13.35873,16.0
3,13.69438,16.0
4,16.49637,16.0
5,16.72533,16.0
6,16.96162,16.0
7,16.27696,16.0
8,15.74015,16.0
9,15.75855,16.0
10,16.46138,16.0
11,14.61031,16.0
12,12.56156,16.0
13,16.57075,16.0
14,18.77822,16.0
15,24.23926,24.0
16,18.94324,24.0
17,25.37372,24.0
18,31.2187,24.0
19,22.55927,24.0
20,22.23995,24.0
21,26.56086,24.0
22,23.08002,24.0
23,23.17763,24.0
24,23.85756,24.0
25,27.18983,24.0
26,26.3575,24.0
27,27.61208,24.0
28,17.86917,24.0
29,20.8001,24.0
30,25.65479,24.0
31,22.239,24.0
32,23.52286,24.0
33,26.83873,24.0
34,26.25518,24.0
35,24.50461,24.0
36,23.7119,24.0
37,20.63294,24.0
38,25.95273,24.0
39,19.27167,24.0
40,23.70976,24.0
41,25.0929,24.0
42,34.68022,32.0
43,35.30011,32.0
44,32.46393,32.0
45,32.58661,32.0
46,31.84297,32.0
47,31.08541,32.0
48,28.30121,32.0
49,28.2564,32.0
50,37.11586,32.0
51,38.26261,32.0
52,34.4801,32.0
53,27.90794,32.0
54,32.78575,32.0
55,39.7992,32.0
56,37.32673,32.0
57,31.56983,32.0
58,29.23749,32.0
59,34.15529,32.0
60,31.85433,32.0
61,28.49975,32.0
62,28.51719,32.0
63,36.04351,32.0
64,31.93092,32.0
65,31.69718,32.0
66,30.11465,32.0
67,34.78047,32.0
68,45.39181,40.0
69,31.54577,40.0
70,46.84272,48.0
71,46.67319,48.0
72,47.06769,48.0
73,45.00043,48.0
74,46.74158,48.0
75,46.43209,48.0
76,49.11245,48.0
77,52.6431,48.0
78,44.52519,48.0
79,48.94357,48.0
80,47.90232,48.0
81,46.12315,48.0
82,46.37933,48.0
83,48.91047,48.0
84,51.91282,48.0
85,58.78514,56.0
86,52.55387,56.0
87,54.30652,56.0
88,55.31323,56.0
89,59.84106,56.0
90,53.02228,56.0
91,56.38604,56.0
92,57.08817,56.0
93,54.32046,56.0
94,53.19825,56.0
95,55.08113,56.0
96,57.07366,56.0
97,53.69016,56.0
98,53.78767,56.0
99,47.97597,56.0
100,60.85007,56.0
101,59.64277,56.0
102,56.00216,56.0
103,55.17616,56.0
104,54.51,56.0
105,60.53597,56.0
106,53.17452,56.0
107,54.80525,56.0
108,64.27294,64.0
109,63.62871,64.0
110,64.50899,64.0
111,58.11668,64.0
112,66.37409,64.0
113,70.5545,64.0
114,71.07231,64.0
115,65.76025,64.0
116,62.49189,64.0
117,61.32669,64.0
118,67.9708,64.0
119,61.66946,64.0
120,65.83888,64.0
121,64.09358,64.0
122,65.51997,64.0
123,57.803,64.0
124,64.71138,64.0
125,64.38206,64.0
126,63.86492,64.0
127,62.11634,64.0
128,59.3261,64.0
129,66.42201,64.0
130,62.75442,64.0
131,60.54092,64.0
132,61.25033,64.0
133,60.25147,64.0
134,70.45087,64.0
135,59.97668,64.0
136,62.57679,64.0
137,68.17624,64.0
138,65.84705,64.0
139,62.19414,64.0
140,59.78815,64.0
141,63.86769,64.0
142,72.17274,64.0
143,62.21677,64.0
144,61.83675,64.0
145,60.55563,64.0
146,67.72787,64.0
147,65.76118,64.0
148,58.91554,64.0
149,71.27692,72.0
150,76.62152,72.0
151,74.03233,72.0
152,77.35198,72.0
153,67.64501,72.0
154,80.45835,80.0
155,82.5096,80.0
156,82.02536,80.0
157,80.14716,80.0
158,80.83075,80.0
159,80.86074,80.0
160,76.8913,80.0
161,76.11112,80.0
162,84.43894,80.0
163,91.92803,88.0
164,85.51044,88.0
165,87.35754,88.0
166,89.65424,88.0
167,87.02774,88.0
168,83.93593,88.0
169,86.37032,88.0
170,85.17392,88.0
171,94.25016,96.0
172,101.32154,96.0
173,92.98205,96.0
174,95.74395,96.0
175,99.00207,96.0
176,95.14644,96.0
177,92.43498,96.0
178,96.83458,96.0
179,98.07251,96.0
180,92.94168,96.0
181,96.70954,96.0
182,104.24193,104.0
183,103.46739,104.0
184,109.88929,104.0
185,104.83449,104.0
186,102.07988,104.0
187,101.13682,104.0
188,115.61518,112.0
189,111.57681,112.0
190,112.49647,112.0
191,110.66577,112.0
192,118.37856,112.0
193,110.43244,112.0
194,109.70924,112.0
195,105.65065,112.0
196,116.04325,112.0
197,115.60374,112.0
198,109.59251,112.0
199,109.36906,112.0
200,114.52983,112.0
201,117.92653,112.0
202,115.25218,112.0
203,115.16835,112.0
204,111.91752,112.0
205,113.30514,112.0
206,113.5977,112.0
207,112.71929,112.0
208,116.93919,112.0
209,114.77495,112.0
210,110.48463,112.0
211,112.77983,112.0
212,115.6837,112.0
213,115.73499,112.0
214,111.97645,112.0
215,109.53041,112.0
216,115.26745,112.0
217,114.45835,112.0
218,112.34885,112.0
219,111.46165,112.0
220,109.18704,112.0
221,111.77987,112.0
222,113.5455,112.0
223,108.56047,112.0
224,112.55592,112.0
225,113.02798,112.0
226,112.7046,112.0
227,108.57352,112.0
228,111.02811,112.0
229,113.16079,112.0
230,113.74226,112.0
231,107.65443,112.0
232,109.01945,112.0
233,113.1986,112.0
234,111.99045,112.0
235,111.6358,112.0
236,109.28572,112.0
237,117.30778,112.0
238,110.86613,112.0
239,113.88548,112.0
240,107.64906,112.0
241,113.20828,112.0
242,111.90616,112.0
243,112.90355,112.0
244,108.91633,112.0
245,113.33629,112.0
246,118.70158,112.0
247,110.64625,112.0
248,108.2488,112.0
249,116.56816,112.0
250,116.25945,112.0
251,109.98747,112.0
252,107.49614,112.0
253,114.83354,112.0
254,113.70348,112.0
255,116.38025,112.0
256,108.05573,112.0
257,110.61729,112.0
